,nospace,hate_speech,offensive_language,count_words,total_rating,hate_out_tot,offense_out_tot,count_perc,log_count,pos_log
326,desire,0,0,0,0,,,0.0,-inf,inf
327,destroy,11,45,17,56,0.19642857142857142,0.8035714285714286,0.001524526948255762,-6.486071114909146,6.486071114909146
328,deth,0,0,0,0,,,0.0,-inf,inf
329,devil,0,0,0,0,,,0.0,-inf,inf
330,dickman,0,0,0,0,,,0.0,-inf,inf
331,dickwad,102,690,253,792,0.12878787878787878,0.8712121212121212,0.022688548112276927,-3.7858949702378415,3.7858949702378415
332,diddle,17,75,31,92,0.18478260869565216,0.8152173913043478,0.0027800197291722715,-5.885297254480216,5.885297254480216
333,die,19,222,75,241,0.07883817427385892,0.921161825726141,0.006725854183481302,-5.001796345429051,5.001796345429051
334,died,8,25,10,33,0.24242424242424243,0.7575757575757576,0.000896780557797507,-7.016699365971316,7.016699365971316
335,dies,0,2,1,2,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
336,dike,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
337,dink,33,170,63,203,0.1625615763546798,0.8374384236453202,0.005649717514124294,-5.176149732573829,5.176149732573829
338,dipshit,6,12,6,18,0.3333333333333333,0.6666666666666666,0.0005380683346785041,-7.527524989737307,7.527524989737307
339,dirty,3,9,3,12,0.25,0.75,0.0002690341673392521,-8.220672170297252,8.220672170297252
340,disease,0,9,3,9,0.0,1.0,0.0002690341673392521,-8.220672170297252,8.220672170297252
341,dive,1,10,4,11,0.09090909090909091,0.9090909090909091,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
342,dix,0,0,0,0,,,0.0,-inf,inf
343,dong,0,0,0,0,,,0.0,-inf,inf
344,doodoo,6,109,36,115,0.05217391304347826,0.9478260869565217,0.003228410008071025,-5.7357655205092515,5.7357655205092515
346,doom,17,194,66,211,0.08056872037914692,0.919431279620853,0.005918751681463546,-5.129629716938936,5.129629716938936
347,dope,1,5,2,6,0.16666666666666666,0.8333333333333334,0.0001793561115595014,-8.626137278405416,8.626137278405416
348,drug,95,685,243,780,0.12179487179487179,0.8782051282051282,0.021791767554479417,-3.8262230156248136,3.8262230156248136
349,drunk,11,57,22,68,0.16176470588235295,0.8382352941176471,0.0019729172271545155,-6.228242005607046,6.228242005607046
350,drunken,0,0,0,0,,,0.0,-inf,inf
351,dumb,100,187,92,287,0.34843205574912894,0.6515679442508711,0.008250381131737063,-4.797495881916322,4.797495881916322
352,dumbass,2,10,4,12,0.16666666666666666,0.8333333333333334,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
353,dyefly,0,0,0,0,,,0.0,-inf,inf
354,dyke,0,0,0,0,,,0.0,-inf,inf
355,eatme,2,16,6,18,0.1111111111111111,0.8888888888888888,0.0005380683346785041,-7.527524989737307,7.527524989737307
356,ecstacy,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
357,enema,53,354,131,407,0.13022113022113022,0.8697788697788698,0.01174782530714734,-4.44408713576421,4.44408713576421
358,enemy,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
359,erect,4,17,7,21,0.19047619047619047,0.8095238095238095,0.0006277463904582549,-7.373374309910049,7.373374309910049
360,ero,4,3,2,7,0.5714285714285714,0.42857142857142855,0.0001793561115595014,-8.626137278405416,8.626137278405416
361,ethnic,0,0,0,0,,,0.0,-inf,inf
362,evl,0,0,0,0,,,0.0,-inf,inf
363,execute,0,0,0,0,,,0.0,-inf,inf
364,faeces,3,12,5,15,0.2,0.8,0.0004483902788987535,-7.709846546531262,7.709846546531262
365,fagging,0,6,2,6,0.0,1.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
366,fagot,0,0,0,0,,,0.0,-inf,inf
367,failed,0,6,1,6,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
368,failure,7,106,33,113,0.061946902654867256,0.9380530973451328,0.002959375840731773,-5.822776897498882,5.822776897498882
369,fairies,0,35,11,35,0.0,1.0,0.0009864586135772577,-6.921389186166992,6.921389186166992
370,fairy,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
371,faith,0,6,1,6,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
372,fart,0,0,0,0,,,0.0,-inf,inf
373,farted,98,588,211,686,0.14285714285714285,0.8571428571428571,0.018922069769527396,-3.967426325489295,3.967426325489295
374,farting,0,0,0,0,,,0.0,-inf,inf
375,farty,0,9,3,9,0.0,1.0,0.0002690341673392521,-8.220672170297252,8.220672170297252
376,fat,0,0,0,0,,,0.0,-inf,inf
377,fatah,0,0,0,0,,,0.0,-inf,inf
378,fatass,0,0,0,0,,,0.0,-inf,inf
379,fatfuck,5,36,12,41,0.12195121951219512,0.8780487804878049,0.0010761366693570083,-6.8343778091773615,6.8343778091773615
380,fatso,0,0,0,0,,,0.0,-inf,inf
381,fckcum,0,0,0,0,,,0.0,-inf,inf
382,fear,0,0,0,0,,,0.0,-inf,inf
383,feces,2,10,4,12,0.16666666666666666,0.8333333333333334,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
384,felatio,48,364,133,412,0.11650485436893204,0.883495145631068,0.011927181418706842,-4.428935330743608,4.428935330743608
385,felcher,17,122,45,139,0.1223021582733813,0.8776978417266187,0.004035512510088781,-5.512621969195042,5.512621969195042
386,fetish,0,0,0,0,,,0.0,-inf,inf
387,fight,0,0,0,0,,,0.0,-inf,inf
388,fire,0,0,0,0,,,0.0,-inf,inf
389,firing,0,0,0,0,,,0.0,-inf,inf
390,fister,6,58,22,64,0.09375,0.90625,0.0019729172271545155,-6.228242005607046,6.228242005607046
391,flange,0,0,0,0,,,0.0,-inf,inf
392,flasher,0,0,0,0,,,0.0,-inf,inf
393,floo,0,0,0,0,,,0.0,-inf,inf
394,flydie,0,2,1,2,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
395,flydye,63,620,214,683,0.09224011713030747,0.9077598828696926,0.019191103936866648,-3.95330844394351,3.95330844394351
396,fok,17,33,18,50,0.34,0.66,0.0016142050040355124,-6.428912701069197,6.428912701069197
397,fondle,0,14,5,14,0.0,1.0,0.0004483902788987535,-7.709846546531262,7.709846546531262
398,fore,1214,7948,2862,9162,0.1325038201266099,0.8674961798733901,0.2566585956416465,-1.3600084988489656,1.3600084988489656
399,forni,0,0,0,0,,,0.0,-inf,inf
400,fraud,952,6070,2191,7022,0.13557391056679008,0.8644260894332099,0.19648462021343377,-1.6271711193698952,1.6271711193698952
401,fu,0,0,0,0,,,0.0,-inf,inf
402,fubar,8,65,24,73,0.1095890410958904,0.8904109589041096,0.0021522733387140166,-6.141230628617416,6.141230628617416
403,fuc,0,0,0,0,,,0.0,-inf,inf
404,fucck,43,495,161,538,0.07992565055762081,0.9200743494423792,0.014438166980539862,-4.237880093980899,4.237880093980899
405,fucka,10,97,35,107,0.09345794392523364,0.9065420560747663,0.003138731952291274,-5.763936397475948,5.763936397475948
406,fuckbag,4,29,11,33,0.12121212121212122,0.8787878787878788,0.0009864586135772577,-6.921389186166992,6.921389186166992
407,fucked,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
408,fucker,0,0,0,0,,,0.0,-inf,inf
409,fuckers,1,5,1,6,0.16666666666666666,0.8333333333333334,8.96780557797507e-05,-9.319284458965361,9.319284458965361
410,fuckher,0,0,0,0,,,0.0,-inf,inf
411,fuckina,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
412,fuckit,0,0,0,0,,,0.0,-inf,inf
413,fuckme,11,102,35,113,0.09734513274336283,0.9026548672566371,0.003138731952291274,-5.763936397475948,5.763936397475948
414,fuckoff,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
415,fuckpig,7,23,10,30,0.23333333333333334,0.7666666666666667,0.000896780557797507,-7.016699365971316,7.016699365971316
416,fucks,5,83,28,88,0.056818181818181816,0.9431818181818182,0.0025109855618330196,-5.987079948790158,5.987079948790158
417,fuckyou,0,2,1,2,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
418,fugly,2,13,4,15,0.13333333333333333,0.8666666666666667,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
419,fuk,0,0,0,0,,,0.0,-inf,inf
420,fuks,0,0,0,0,,,0.0,-inf,inf
421,funeral,2,1,1,3,0.6666666666666666,0.3333333333333333,8.96780557797507e-05,-9.319284458965361,9.319284458965361
422,funfuck,1,5,2,6,0.16666666666666666,0.8333333333333334,0.0001793561115595014,-8.626137278405416,8.626137278405416
423,fungus,129,289,137,418,0.30861244019138756,0.6913875598086124,0.012285893641825845,-4.399303533137237,4.399303533137237
424,fuuck,0,0,0,0,,,0.0,-inf,inf
425,gangsta,3,14,6,17,0.17647058823529413,0.8235294117647058,0.0005380683346785041,-7.527524989737307,7.527524989737307
426,gay,0,0,0,0,,,0.0,-inf,inf
427,gaysex,1,34,11,35,0.02857142857142857,0.9714285714285714,0.0009864586135772577,-6.921389186166992,6.921389186166992
428,geez,0,0,0,0,,,0.0,-inf,inf
429,geezer,0,6,2,6,0.0,1.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
430,geni,0,0,0,0,,,0.0,-inf,inf
431,genital,75,656,244,731,0.10259917920656635,0.8974008207934336,0.02188144561025917,-3.82211623367216,3.82211623367216
432,german,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
433,getiton,0,0,0,0,,,0.0,-inf,inf
434,gin,52,659,221,711,0.07313642756680731,0.9268635724331927,0.019818850327324902,-3.921121757447609,3.921121757447609
435,ginzo,3,5,3,8,0.375,0.625,0.0002690341673392521,-8.220672170297252,8.220672170297252
436,gipp,42,326,117,368,0.11413043478260869,0.8858695652173914,0.010492332526230832,-4.557110524167606,4.557110524167606
437,girls,2,31,10,33,0.06060606060606061,0.9393939393939394,0.000896780557797507,-7.016699365971316,7.016699365971316
438,gob,16,13,9,29,0.5517241379310345,0.4482758620689655,0.0008071025020177562,-7.122059881629142,7.122059881629142
439,god,0,0,0,0,,,0.0,-inf,inf
440,goddamn,0,0,0,0,,,0.0,-inf,inf
441,gook,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
442,goy,3,3,2,6,0.5,0.5,0.0001793561115595014,-8.626137278405416,8.626137278405416
443,goyim,4,16,7,20,0.2,0.8,0.0006277463904582549,-7.373374309910049,7.373374309910049
444,gringo,0,0,0,0,,,0.0,-inf,inf
445,groe,0,0,0,0,,,0.0,-inf,inf
446,gross,22,154,54,176,0.125,0.875,0.004842615012106538,-5.330300412401088,5.330300412401088
447,gubba,2,10,4,12,0.16666666666666666,0.8333333333333334,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
448,gummer,0,0,0,0,,,0.0,-inf,inf
449,gun,0,0,0,0,,,0.0,-inf,inf
450,gyp,0,0,0,0,,,0.0,-inf,inf
451,gypo,0,0,0,0,,,0.0,-inf,inf
452,gypp,0,0,0,0,,,0.0,-inf,inf
453,gyppie,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
454,gyppo,0,0,0,0,,,0.0,-inf,inf
455,gyppy,3,32,11,35,0.08571428571428572,0.9142857142857143,0.0009864586135772577,-6.921389186166992,6.921389186166992
456,hamas,0,0,0,0,,,0.0,-inf,inf
457,hapa,0,0,0,0,,,0.0,-inf,inf
458,harder,1,8,3,9,0.1111111111111111,0.8888888888888888,0.0002690341673392521,-8.220672170297252,8.220672170297252
459,hardon,0,5,2,5,0.0,1.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
460,harem,73,700,246,773,0.0944372574385511,0.9055627425614489,0.022060801721818672,-3.813952923032999,3.813952923032999
461,hebe,0,0,0,0,,,0.0,-inf,inf
462,heeb,0,6,1,6,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
463,hell,3,0,1,3,1.0,0.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
464,heroin,0,0,0,0,,,0.0,-inf,inf
465,herpes,0,0,0,0,,,0.0,-inf,inf
466,hijack,1,2,1,3,0.3333333333333333,0.6666666666666666,8.96780557797507e-05,-9.319284458965361,9.319284458965361
467,hindoo,3,18,5,21,0.14285714285714285,0.8571428571428571,0.0004483902788987535,-7.709846546531262,7.709846546531262
468,hiscock,2100,21263,7382,23363,0.08988571673158413,0.9101142832684159,0.6620034077661197,-0.41248457537541794,0.41248457537541794
469,hitler,0,0,0,0,,,0.0,-inf,inf
470,hiv,0,0,0,0,,,0.0,-inf,inf
471,ho,449,6771,2237,7220,0.06218836565096953,0.9378116343490305,0.20060981077930232,-1.606393497475232,1.606393497475232
472,hobo,64,441,163,505,0.12673267326732673,0.8732673267326733,0.014617523092099363,-4.225534258158599,4.225534258158599
473,hodgie,28,30,20,58,0.4827586206896552,0.5172413793103449,0.001793561115595014,-6.323552185411371,6.323552185411371
474,hoes,0,0,0,0,,,0.0,-inf,inf
475,hole,22,61,28,83,0.26506024096385544,0.7349397590361446,0.0025109855618330196,-5.987079948790158,5.987079948790158
476,homo,0,0,0,0,,,0.0,-inf,inf
477,honger,2,12,5,14,0.14285714285714285,0.8571428571428571,0.0004483902788987535,-7.709846546531262,7.709846546531262
478,honk,10,76,27,86,0.11627906976744186,0.8837209302325582,0.002421307506053269,-6.023447592961032,6.023447592961032
479,honkers,1,7,3,8,0.125,0.875,0.0002690341673392521,-8.220672170297252,8.220672170297252
480,honky,1,5,2,6,0.16666666666666666,0.8333333333333334,0.0001793561115595014,-8.626137278405416,8.626137278405416
481,hook,34,127,52,161,0.2111801242236025,0.7888198757763976,0.004663258900547036,-5.368040740383934,5.368040740383934
482,hookers,0,0,0,0,,,0.0,-inf,inf
483,hooters,3,64,20,67,0.04477611940298507,0.9552238805970149,0.001793561115595014,-6.323552185411371,6.323552185411371
484,hore,0,0,0,0,,,0.0,-inf,inf
485,hork,0,0,0,0,,,0.0,-inf,inf
486,horn,0,11,4,11,0.0,1.0,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
487,horney,0,0,0,0,,,0.0,-inf,inf
488,hosejob,0,0,0,0,,,0.0,-inf,inf
489,hoser,0,0,0,0,,,0.0,-inf,inf
490,hostage,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
491,hotdamn,0,0,0,0,,,0.0,-inf,inf
492,hummer,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
493,husky,0,0,0,0,,,0.0,-inf,inf
494,hussy,0,0,0,0,,,0.0,-inf,inf
495,hustler,0,0,0,0,,,0.0,-inf,inf
496,hymen,13,33,15,46,0.2826086956521739,0.717391304347826,0.0013451708366962604,-6.611234257863152,6.611234257863152
497,hymie,8,23,11,31,0.25806451612903225,0.7419354838709677,0.0009864586135772577,-6.921389186166992,6.921389186166992
498,iblowu,9,16,9,25,0.36,0.64,0.0008071025020177562,-7.122059881629142,7.122059881629142
499,idiot,0,0,0,0,,,0.0,-inf,inf
500,ikey,0,0,0,0,,,0.0,-inf,inf
501,illegal,0,0,0,0,,,0.0,-inf,inf
502,insest,2106,32937,10805,35043,0.06009759438404246,0.9399024056159575,0.9689713927002063,-0.03152019002437547,0.03152019002437547
503,israel,1,8,3,9,0.1111111111111111,0.8888888888888888,0.0002690341673392521,-8.220672170297252,8.220672170297252
504,israeli,0,0,0,0,,,0.0,-inf,inf
505,itch,3,18,7,21,0.14285714285714285,0.8571428571428571,0.0006277463904582549,-7.373374309910049,7.373374309910049
506,jackass,2,4,2,6,0.3333333333333333,0.6666666666666666,0.0001793561115595014,-8.626137278405416,8.626137278405416
507,jackoff,0,0,0,0,,,0.0,-inf,inf
508,jade,0,0,0,0,,,0.0,-inf,inf
509,jap,3,3,2,6,0.5,0.5,0.0001793561115595014,-8.626137278405416,8.626137278405416
510,japcrap,0,0,0,0,,,0.0,-inf,inf
511,jebus,10,22,11,32,0.3125,0.6875,0.0009864586135772577,-6.921389186166992,6.921389186166992
512,jeez,10,19,9,29,0.3448275862068966,0.6551724137931034,0.0008071025020177562,-7.122059881629142,7.122059881629142
513,jerkoff,0,0,0,0,,,0.0,-inf,inf
514,jesus,4,2,2,6,0.6666666666666666,0.3333333333333333,0.0001793561115595014,-8.626137278405416,8.626137278405416
515,jew,9,21,9,30,0.3,0.7,0.0008071025020177562,-7.122059881629142,7.122059881629142
516,jewish,9,9,6,18,0.5,0.5,0.0005380683346785041,-7.527524989737307,7.527524989737307
517,jiga,8,7,5,15,0.5333333333333333,0.4666666666666667,0.0004483902788987535,-7.709846546531262,7.709846546531262
518,jigg,0,0,0,0,,,0.0,-inf,inf
519,jigga,0,6,1,6,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
520,jiggabo,0,0,0,0,,,0.0,-inf,inf
521,jigger,0,0,0,0,,,0.0,-inf,inf
522,jiggy,0,0,0,0,,,0.0,-inf,inf
523,jihad,1,11,4,12,0.08333333333333333,0.9166666666666666,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
524,jimfish,0,0,0,0,,,0.0,-inf,inf
525,jism,0,0,0,0,,,0.0,-inf,inf
526,jiz,0,0,0,0,,,0.0,-inf,inf
527,jizim,0,0,0,0,,,0.0,-inf,inf
528,jizm,1,28,10,29,0.034482758620689655,0.9655172413793104,0.000896780557797507,-7.016699365971316,7.016699365971316
529,jizzim,0,0,0,0,,,0.0,-inf,inf
530,jizzum,0,0,0,0,,,0.0,-inf,inf
531,joint,0,0,0,0,,,0.0,-inf,inf
532,juggalo,1,2,1,3,0.3333333333333333,0.6666666666666666,8.96780557797507e-05,-9.319284458965361,9.319284458965361
533,jugs,0,0,0,0,,,0.0,-inf,inf
534,kaffer,0,0,0,0,,,0.0,-inf,inf
535,kaffir,0,0,0,0,,,0.0,-inf,inf
536,kaffre,79,411,159,490,0.16122448979591836,0.8387755102040816,0.01425881086898036,-4.250380256745131,4.250380256745131
537,kafir,0,0,0,0,,,0.0,-inf,inf
538,kanake,143,534,214,677,0.21122599704579026,0.7887740029542097,0.019191103936866648,-3.95330844394351,3.95330844394351
539,kid,21,86,35,107,0.19626168224299065,0.8037383177570093,0.003138731952291274,-5.763936397475948,5.763936397475948
540,kigger,2,40,13,42,0.047619047619047616,0.9523809523809523,0.001165814725136759,-6.754335101503825,6.754335101503825
541,kill,6,25,10,31,0.1935483870967742,0.8064516129032258,0.000896780557797507,-7.016699365971316,7.016699365971316
542,killed,10,45,15,55,0.18181818181818182,0.8181818181818182,0.0013451708366962604,-6.611234257863152,6.611234257863152
543,killer,1,17,6,18,0.05555555555555555,0.9444444444444444,0.0005380683346785041,-7.527524989737307,7.527524989737307
544,killing,0,0,0,0,,,0.0,-inf,inf
545,kills,11,104,37,115,0.09565217391304348,0.9043478260869565,0.0033180880638507756,-5.7083665463211375,5.7083665463211375
546,kink,2,4,2,6,0.3333333333333333,0.6666666666666666,0.0001793561115595014,-8.626137278405416,8.626137278405416
547,kissass,0,0,0,0,,,0.0,-inf,inf
548,kkk,0,0,0,0,,,0.0,-inf,inf
549,knife,0,0,0,0,,,0.0,-inf,inf
550,kock,0,0,0,0,,,0.0,-inf,inf
551,kondum,0,0,0,0,,,0.0,-inf,inf
552,koon,0,0,0,0,,,0.0,-inf,inf
553,kotex,2,4,2,6,0.3333333333333333,0.6666666666666666,0.0001793561115595014,-8.626137278405416,8.626137278405416
554,krap,0,9,2,9,0.0,1.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
555,krappy,0,0,0,0,,,0.0,-inf,inf
556,kraut,0,0,0,0,,,0.0,-inf,inf
557,kum,0,0,0,0,,,0.0,-inf,inf
558,kummer,0,0,0,0,,,0.0,-inf,inf
559,kumming,0,0,0,0,,,0.0,-inf,inf
560,kumquat,85,701,254,786,0.10814249363867684,0.8918575063613231,0.022778226168056675,-3.7819501919468252,3.7819501919468252
561,kums,0,0,0,0,,,0.0,-inf,inf
562,kunt,0,0,0,0,,,0.0,-inf,inf
563,ky,0,42,14,42,0.0,1.0,0.0012554927809165098,-6.680227129350103,6.680227129350103
564,kyke,2,27,8,29,0.06896551724137931,0.9310344827586207,0.0007174244462380056,-7.239842917285526,7.239842917285526
565,lactate,0,0,0,0,,,0.0,-inf,inf
566,laid,0,0,0,0,,,0.0,-inf,inf
567,latin,6,21,9,27,0.2222222222222222,0.7777777777777778,0.0008071025020177562,-7.122059881629142,7.122059881629142
568,lesbain,0,0,0,0,,,0.0,-inf,inf
569,lesbayn,1,5,2,6,0.16666666666666666,0.8333333333333334,0.0001793561115595014,-8.626137278405416,8.626137278405416
570,lesbian,6,32,13,38,0.15789473684210525,0.8421052631578947,0.001165814725136759,-6.754335101503825,6.754335101503825
571,lesbin,0,0,0,0,,,0.0,-inf,inf
572,lesbo,0,0,0,0,,,0.0,-inf,inf
573,lez,1,2,1,3,0.3333333333333333,0.6666666666666666,8.96780557797507e-05,-9.319284458965361,9.319284458965361
574,lezbe,0,0,0,0,,,0.0,-inf,inf
575,lezbo,21,28,15,49,0.42857142857142855,0.5714285714285714,0.0013451708366962604,-6.611234257863152,6.611234257863152
576,lezz,0,0,0,0,,,0.0,-inf,inf
577,lezzo,3,9,4,12,0.25,0.75,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
578,liberal,0,0,0,0,,,0.0,-inf,inf
579,libido,21,146,51,167,0.12574850299401197,0.874251497005988,0.0045735808447672855,-5.387458826241036,5.387458826241036
580,licker,0,0,0,0,,,0.0,-inf,inf
581,lickme,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
582,lies,0,22,8,22,0.0,1.0,0.0007174244462380056,-7.239842917285526,7.239842917285526
583,limey,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
584,limy,12,49,19,61,0.19672131147540983,0.8032786885245902,0.0017038830598152632,-6.374845479798921,6.374845479798921
585,liquor,0,12,3,12,0.0,1.0,0.0002690341673392521,-8.220672170297252,8.220672170297252
586,looser,0,0,0,0,,,0.0,-inf,inf
587,loser,0,0,0,0,,,0.0,-inf,inf
588,lotion,2,7,3,9,0.2222222222222222,0.7777777777777778,0.0002690341673392521,-8.220672170297252,8.220672170297252
589,lovegoo,0,12,4,12,0.0,1.0,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
590,lovegun,0,0,0,0,,,0.0,-inf,inf
591,lowlife,0,0,0,0,,,0.0,-inf,inf
592,lsd,0,0,0,0,,,0.0,-inf,inf
593,lubejob,0,0,0,0,,,0.0,-inf,inf
594,lucifer,0,0,0,0,,,0.0,-inf,inf
595,lugan,98,1056,365,1154,0.08492201039861352,0.9150779896013865,0.032732490359609005,-3.4193871053828704,3.4193871053828704
596,lynch,0,0,0,0,,,0.0,-inf,inf
597,macaca,0,0,0,0,,,0.0,-inf,inf
598,mad,50,538,186,588,0.08503401360544217,0.9149659863945578,0.01668011837503363,-4.093537785252161,4.093537785252161
599,mafia,8,26,10,34,0.23529411764705882,0.7647058823529411,0.000896780557797507,-7.016699365971316,7.016699365971316
600,mams,0,0,0,0,,,0.0,-inf,inf
601,meth,0,0,0,0,,,0.0,-inf,inf
602,mexican,3,0,1,3,1.0,0.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
603,mgger,0,0,0,0,,,0.0,-inf,inf
604,mggor,0,0,0,0,,,0.0,-inf,inf
605,mideast,0,0,0,0,,,0.0,-inf,inf
606,mockey,1,11,4,12,0.08333333333333333,0.9166666666666666,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
607,mockie,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
608,mocky,4,4,3,8,0.5,0.5,0.0002690341673392521,-8.220672170297252,8.220672170297252
609,mofo,4,4,3,8,0.5,0.5,0.0002690341673392521,-8.220672170297252,8.220672170297252
610,moky,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
611,moles,8,26,12,34,0.23529411764705882,0.7647058823529411,0.0010761366693570083,-6.8343778091773615,6.8343778091773615
612,molest,3,0,1,3,1.0,0.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
613,mormon,0,6,2,6,0.0,1.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
614,moron,1,2,1,3,0.3333333333333333,0.6666666666666666,8.96780557797507e-05,-9.319284458965361,9.319284458965361
615,moslem,0,0,0,0,,,0.0,-inf,inf
616,muff,0,2,1,2,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
617,mulatto,10,42,17,52,0.19230769230769232,0.8076923076923077,0.001524526948255762,-6.486071114909146,6.486071114909146
618,muncher,6,12,5,18,0.3333333333333333,0.6666666666666666,0.0004483902788987535,-7.709846546531262,7.709846546531262
619,munt,9,87,32,96,0.09375,0.90625,0.0028696977849520223,-5.853548556165635,5.853548556165635
620,murder,22,220,76,242,0.09090909090909091,0.9090909090909091,0.006815532239261053,-4.98855111867903,4.98855111867903
621,muslim,0,0,0,0,,,0.0,-inf,inf
622,naked,0,0,0,0,,,0.0,-inf,inf
623,nasty,0,0,0,0,,,0.0,-inf,inf
624,nastyho,3,3,2,6,0.5,0.5,0.0001793561115595014,-8.626137278405416,8.626137278405416
625,nazi,0,0,0,0,,,0.0,-inf,inf
626,necro,1905,6912,2718,8817,0.21605988431439266,0.7839401156856074,0.24374495560936238,-1.4116328642542728,1.4116328642542728
627,negroes,5,0,2,5,1.0,0.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
628,negroid,1764,5924,2353,7688,0.2294484911550468,0.7705515088449532,0.2110124652497534,-1.5558380702379992,1.5558380702379992
630,nig,0,0,0,0,,,0.0,-inf,inf
631,niger,24,112,41,136,0.17647058823529413,0.8235294117647058,0.0036768002869697787,-5.605712392261054,5.605712392261054
632,nigg,154,116,87,270,0.5703703703703704,0.42962962962962964,0.00780199085283831,-4.853376340310778,4.853376340310778
633,niggah,7,21,10,28,0.25,0.75,0.000896780557797507,-7.016699365971316,7.016699365971316
634,niggard,0,0,0,0,,,0.0,-inf,inf
635,niggaz,0,0,0,0,,,0.0,-inf,inf
636,niggers,0,0,0,0,,,0.0,-inf,inf
637,niggle,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
638,niggled,11,21,11,32,0.34375,0.65625,0.0009864586135772577,-6.921389186166992,6.921389186166992
639,niggles,0,0,0,0,,,0.0,-inf,inf
640,niggor,1,2,1,3,0.3333333333333333,0.6666666666666666,8.96780557797507e-05,-9.319284458965361,9.319284458965361
641,niggur,1,2,1,3,0.3333333333333333,0.6666666666666666,8.96780557797507e-05,-9.319284458965361,9.319284458965361
642,niglet,0,0,0,0,,,0.0,-inf,inf
643,nignog,16,165,64,181,0.08839779005524862,0.9116022099447514,0.0057393955699040445,-5.16040137560569,5.16040137560569
644,nigr,0,0,0,0,,,0.0,-inf,inf
645,nigra,0,0,0,0,,,0.0,-inf,inf
646,nigre,0,0,0,0,,,0.0,-inf,inf
647,nip,0,0,0,0,,,0.0,-inf,inf
648,nittit,0,0,0,0,,,0.0,-inf,inf
649,nlgger,0,0,0,0,,,0.0,-inf,inf
650,nlggor,0,0,0,0,,,0.0,-inf,inf
651,nook,0,0,0,0,,,0.0,-inf,inf
652,nookey,0,0,0,0,,,0.0,-inf,inf
653,nookie,0,0,0,0,,,0.0,-inf,inf
654,noonan,0,0,0,0,,,0.0,-inf,inf
655,nooner,6,48,19,54,0.1111111111111111,0.8888888888888888,0.0017038830598152632,-6.374845479798921,6.374845479798921
656,nudger,8,85,32,93,0.08602150537634409,0.9139784946236559,0.0028696977849520223,-5.853548556165635,5.853548556165635
